year,gdp,export_volume,import_volume
1932,203872.282982792,25944.8521282028,35942.8629478933
1933,210588.198331305,26372.7282502571,35901.9723188286
1934,223655.599513297,27384.0718114764,37537.5974814176
1935,231881.294281245,30884.8764464663,39377.6757893302
1936,243282.731965931,30029.1242023576,40277.2696287542
1937,251716.672171041,31546.1395441866,41790.222904149
1938,253382.635668347,29406.758933915,40972.4103228545
1939,265148.502868069,27306.2761529211,44407.2231642914
1940,295083.784460282,18515.3667361687,46533.5358756571
1941,322363.936728663,15909.2121745651,39786.5820799775
1942,328923.667999305,14392.1968327362,33571.2064621393
1943,334806.601599166,15870.3143452875,33325.8626877509
1944,318563.457500435,20071.2799072753,37046.9099326409
1945,301643.515730923,16414.8839551748,34552.5815596927
1946,292793.084651486,27578.5609578647,35247.722253793
1947,288940.544063967,27617.4587871424,35370.3941409872
1948,299509,33646.6223251805,34593.4721887574
1949,310671,37331.8188404121,37309.0926903329
1950,320464,42641.1355307377,37630.4560866972
1951,331648,42213.1579170305,40273.2209114571
1952,338373,41366.1812409527,37286.1381620211
1953,357566,43098.0440320848,40229.3079007738
1954,373614,45524.2481265741,41701.3917816352
1955,387108,48664.7458607238,45833.2068777478
1956,394376,50907.3884612221,45997.8806678103
1957,402797,52246.8365861575,47168.8370150645
1958,406918,51462.9845807303,47708.6026508586
1959,422319,52876.6067084194,50884.9214723581
1960,450306,55896.4900807336,57014.9780424634
1961,463124,57686.3733581875,56609.0198432769
1962,469020,58668.8564370386,57811.5357287682
1963,493612,61538.0236067623,60006.1367776736
1964,521278,63565.0362032259,66511.6233240878
1965,534185,66338.1113441604,67134.1580647852
1966,541616,69779.2165958651,68841.4233711567
1967,554064,70156.7119793276,73783.5251630691
1968,585261,78767.9508642347,79370.2403295855
1969,596905,86478.1922310642,81971.0000306375
1970,612620,91071.2207564749,86003.6526626377
1971,635811,97591.7028071936,90524.3335345908
1972,663487,98854.5302754482,99457.2039281034
1973,708711,111240.81660877,110498.148628318
1974,692700,119666.989143523,111781.911212726
1975,682698,116461.448561935,104672.451093797
1976,701255,127192.677003621,110106.968787416
1977,717440,135903.685000889,112242.090417452
1978,744171,138450.321125373,116538.456374573
1979,768885,143659.597186901,127756.234768201
1980,753463,143304.39407092,123424.681797367
1981,749574,142558.963386823,120111.138754922
1982,766837,144249.152432288,126038.106783774
1983,798963,147172.609946227,134358.572738659
1984,814588,157232.0139917,147621.941600317
1985,850472,166396.804844787,151366.319045872
1986,874906,173337.99838544,161895.561940653
1987,921096,184542.920228258,174862.355538481
1988,973504,186710.356645972,197302.748327914
1989,999421,196093.338741201,212063.379429354
1990,1008975,207133.085643797,213341.423655617
1991,1001702,207682.495440894,204065.264559565
1992,1006832,216555.96352046,217925.890192877
1993,1032585,226285.629353258,225306.181403817
1994,1070171,247264.928029915,238668.127000072
1995,1093489,270744.194388839,251969.916571902
1996,1119779,290776.070364433,275924.126946946
1997,1152278,313626.238840293,298666.957847496
1998,1191098,323972.748940941,326007.684336467
1999,1231936,330714.142119236,347635.361155769
2000,1278830,361425.157888932,379741.371908389
2001,1310431,363181.24616889,392150.108256772
2002,1338365,365913.459091234,408078.388945322
2003,1385736,385720.038088974,429096.167610494
2004,1418069,407920.593906,460393.827417288
2005,1464210,430378.372813255,480161.075905876
2006,1500097,471697.13861712,515865.353019942
2007,1538059,489879.820241458,535234.90056967
2008,1531690,495450.951159783,525446.45995919
2009,1463182,452338.216405047,477276.528304368
2010,1494588,478555.186019318,516287.474025247
2011,1514583,506504.889453907,520430.851137713
2012,1530435,509953.955648044,536270.124745882
2013,1551553,515827,555065
2014,1604169,524340.397247537,570153.383143661
2015,1642802,556220.054509079,601617.064973103
2016,1672084,566241.846530189,618535.791013906
