GEO,TIME,INTRT,Value,Flag and Footnotes
Latvia,1986M03,EMU convergence criterion bond yields, ,
Latvia,1986M04,EMU convergence criterion bond yields, ,
Latvia,1986M05,EMU convergence criterion bond yields, ,
Latvia,1986M06,EMU convergence criterion bond yields, ,
Latvia,1986M07,EMU convergence criterion bond yields, ,
Latvia,1986M08,EMU convergence criterion bond yields, ,
Latvia,1986M09,EMU convergence criterion bond yields, ,
Latvia,1986M10,EMU convergence criterion bond yields, ,
Latvia,1986M11,EMU convergence criterion bond yields, ,
Latvia,1986M12,EMU convergence criterion bond yields, ,
Latvia,1987M01,EMU convergence criterion bond yields, ,
Latvia,1987M02,EMU convergence criterion bond yields, ,
Latvia,1987M03,EMU convergence criterion bond yields, ,
Latvia,1987M04,EMU convergence criterion bond yields, ,
Latvia,1987M05,EMU convergence criterion bond yields, ,
Latvia,1987M06,EMU convergence criterion bond yields, ,
Latvia,1987M07,EMU convergence criterion bond yields, ,
Latvia,1987M08,EMU convergence criterion bond yields, ,
Latvia,1987M09,EMU convergence criterion bond yields, ,
Latvia,1987M10,EMU convergence criterion bond yields, ,
Latvia,1987M11,EMU convergence criterion bond yields, ,
Latvia,1987M12,EMU convergence criterion bond yields, ,
Latvia,1988M01,EMU convergence criterion bond yields, ,
Latvia,1988M02,EMU convergence criterion bond yields, ,
Latvia,1988M03,EMU convergence criterion bond yields, ,
Latvia,1988M04,EMU convergence criterion bond yields, ,
Latvia,1988M05,EMU convergence criterion bond yields, ,
Latvia,1988M06,EMU convergence criterion bond yields, ,
Latvia,1988M07,EMU convergence criterion bond yields, ,
Latvia,1988M08,EMU convergence criterion bond yields, ,
Latvia,1988M09,EMU convergence criterion bond yields, ,
Latvia,1988M10,EMU convergence criterion bond yields, ,
Latvia,1988M11,EMU convergence criterion bond yields, ,
Latvia,1988M12,EMU convergence criterion bond yields, ,
Latvia,1989M01,EMU convergence criterion bond yields, ,
Latvia,1989M02,EMU convergence criterion bond yields, ,
Latvia,1989M03,EMU convergence criterion bond yields, ,
Latvia,1989M04,EMU convergence criterion bond yields, ,
Latvia,1989M05,EMU convergence criterion bond yields, ,
Latvia,1989M06,EMU convergence criterion bond yields, ,
Latvia,1989M07,EMU convergence criterion bond yields, ,
Latvia,1989M08,EMU convergence criterion bond yields, ,
Latvia,1989M09,EMU convergence criterion bond yields, ,
Latvia,1989M10,EMU convergence criterion bond yields, ,
Latvia,1989M11,EMU convergence criterion bond yields, ,
Latvia,1989M12,EMU convergence criterion bond yields, ,
Latvia,1990M01,EMU convergence criterion bond yields, ,
Latvia,1990M02,EMU convergence criterion bond yields, ,
Latvia,1990M03,EMU convergence criterion bond yields, ,
Latvia,1990M04,EMU convergence criterion bond yields, ,
Latvia,1990M05,EMU convergence criterion bond yields, ,
Latvia,1990M06,EMU convergence criterion bond yields, ,
Latvia,1990M07,EMU convergence criterion bond yields, ,
Latvia,1990M08,EMU convergence criterion bond yields, ,
Latvia,1990M09,EMU convergence criterion bond yields, ,
Latvia,1990M10,EMU convergence criterion bond yields, ,
Latvia,1990M11,EMU convergence criterion bond yields, ,
Latvia,1990M12,EMU convergence criterion bond yields, ,
Latvia,1991M01,EMU convergence criterion bond yields, ,
Latvia,1991M02,EMU convergence criterion bond yields, ,
Latvia,1991M03,EMU convergence criterion bond yields, ,
Latvia,1991M04,EMU convergence criterion bond yields, ,
Latvia,1991M05,EMU convergence criterion bond yields, ,
Latvia,1991M06,EMU convergence criterion bond yields, ,
Latvia,1991M07,EMU convergence criterion bond yields, ,
Latvia,1991M08,EMU convergence criterion bond yields, ,
Latvia,1991M09,EMU convergence criterion bond yields, ,
Latvia,1991M10,EMU convergence criterion bond yields, ,
Latvia,1991M11,EMU convergence criterion bond yields, ,
Latvia,1991M12,EMU convergence criterion bond yields, ,
Latvia,1992M01,EMU convergence criterion bond yields, ,
Latvia,1992M02,EMU convergence criterion bond yields, ,
Latvia,1992M03,EMU convergence criterion bond yields, ,
Latvia,1992M04,EMU convergence criterion bond yields, ,
Latvia,1992M05,EMU convergence criterion bond yields, ,
Latvia,1992M06,EMU convergence criterion bond yields, ,
Latvia,1992M07,EMU convergence criterion bond yields, ,
Latvia,1992M08,EMU convergence criterion bond yields, ,
Latvia,1992M09,EMU convergence criterion bond yields, ,
Latvia,1992M10,EMU convergence criterion bond yields, ,
Latvia,1992M11,EMU convergence criterion bond yields, ,
Latvia,1992M12,EMU convergence criterion bond yields, ,
Latvia,1993M01,EMU convergence criterion bond yields, ,
Latvia,1993M02,EMU convergence criterion bond yields, ,
Latvia,1993M03,EMU convergence criterion bond yields, ,
Latvia,1993M04,EMU convergence criterion bond yields, ,
Latvia,1993M05,EMU convergence criterion bond yields, ,
Latvia,1993M06,EMU convergence criterion bond yields, ,
Latvia,1993M07,EMU convergence criterion bond yields, ,
Latvia,1993M08,EMU convergence criterion bond yields, ,
Latvia,1993M09,EMU convergence criterion bond yields, ,
Latvia,1993M10,EMU convergence criterion bond yields, ,
Latvia,1993M11,EMU convergence criterion bond yields, ,
Latvia,1993M12,EMU convergence criterion bond yields, ,
Latvia,1994M01,EMU convergence criterion bond yields, ,
Latvia,1994M02,EMU convergence criterion bond yields, ,
Latvia,1994M03,EMU convergence criterion bond yields, ,
Latvia,1994M04,EMU convergence criterion bond yields, ,
Latvia,1994M05,EMU convergence criterion bond yields, ,
Latvia,1994M06,EMU convergence criterion bond yields, ,
Latvia,1994M07,EMU convergence criterion bond yields, ,
Latvia,1994M08,EMU convergence criterion bond yields, ,
Latvia,1994M09,EMU convergence criterion bond yields, ,
Latvia,1994M10,EMU convergence criterion bond yields, ,
Latvia,1994M11,EMU convergence criterion bond yields, ,
Latvia,1994M12,EMU convergence criterion bond yields, ,
Latvia,1995M01,EMU convergence criterion bond yields, ,
Latvia,1995M02,EMU convergence criterion bond yields, ,
Latvia,1995M03,EMU convergence criterion bond yields, ,
Latvia,1995M04,EMU convergence criterion bond yields, ,
Latvia,1995M05,EMU convergence criterion bond yields, ,
Latvia,1995M06,EMU convergence criterion bond yields, ,
Latvia,1995M07,EMU convergence criterion bond yields, ,
Latvia,1995M08,EMU convergence criterion bond yields, ,
Latvia,1995M09,EMU convergence criterion bond yields, ,
Latvia,1995M10,EMU convergence criterion bond yields, ,
Latvia,1995M11,EMU convergence criterion bond yields, ,
Latvia,1995M12,EMU convergence criterion bond yields, ,
Latvia,1996M01,EMU convergence criterion bond yields, ,
Latvia,1996M02,EMU convergence criterion bond yields, ,
Latvia,1996M03,EMU convergence criterion bond yields, ,
Latvia,1996M04,EMU convergence criterion bond yields, ,
Latvia,1996M05,EMU convergence criterion bond yields, ,
Latvia,1996M06,EMU convergence criterion bond yields, ,
Latvia,1996M07,EMU convergence criterion bond yields, ,
Latvia,1996M08,EMU convergence criterion bond yields, ,
Latvia,1996M09,EMU convergence criterion bond yields, ,
Latvia,1996M10,EMU convergence criterion bond yields, ,
Latvia,1996M11,EMU convergence criterion bond yields, ,
Latvia,1996M12,EMU convergence criterion bond yields, ,
Latvia,1997M01,EMU convergence criterion bond yields, ,
Latvia,1997M02,EMU convergence criterion bond yields, ,
Latvia,1997M03,EMU convergence criterion bond yields, ,
Latvia,1997M04,EMU convergence criterion bond yields, ,
Latvia,1997M05,EMU convergence criterion bond yields, ,
Latvia,1997M06,EMU convergence criterion bond yields, ,
Latvia,1997M07,EMU convergence criterion bond yields, ,
Latvia,1997M08,EMU convergence criterion bond yields, ,
Latvia,1997M09,EMU convergence criterion bond yields, ,
Latvia,1997M10,EMU convergence criterion bond yields, ,
Latvia,1997M11,EMU convergence criterion bond yields, ,
Latvia,1997M12,EMU convergence criterion bond yields, ,
Latvia,1998M01,EMU convergence criterion bond yields, ,
Latvia,1998M02,EMU convergence criterion bond yields, ,
Latvia,1998M03,EMU convergence criterion bond yields, ,
Latvia,1998M04,EMU convergence criterion bond yields, ,
Latvia,1998M05,EMU convergence criterion bond yields, ,
Latvia,1998M06,EMU convergence criterion bond yields, ,
Latvia,1998M07,EMU convergence criterion bond yields, ,
Latvia,1998M08,EMU convergence criterion bond yields, ,
Latvia,1998M09,EMU convergence criterion bond yields, ,
Latvia,1998M10,EMU convergence criterion bond yields, ,
Latvia,1998M11,EMU convergence criterion bond yields, ,
Latvia,1998M12,EMU convergence criterion bond yields, ,
Latvia,1999M01,EMU convergence criterion bond yields, ,
Latvia,1999M02,EMU convergence criterion bond yields, ,
Latvia,1999M03,EMU convergence criterion bond yields, ,
Latvia,1999M04,EMU convergence criterion bond yields, ,
Latvia,1999M05,EMU convergence criterion bond yields, ,
Latvia,1999M06,EMU convergence criterion bond yields, ,
Latvia,1999M07,EMU convergence criterion bond yields, ,
Latvia,1999M08,EMU convergence criterion bond yields, ,
Latvia,1999M09,EMU convergence criterion bond yields, ,
Latvia,1999M10,EMU convergence criterion bond yields, ,
Latvia,1999M11,EMU convergence criterion bond yields, ,
Latvia,1999M12,EMU convergence criterion bond yields, ,
Latvia,2000M01,EMU convergence criterion bond yields, ,
Latvia,2000M02,EMU convergence criterion bond yields, ,
Latvia,2000M03,EMU convergence criterion bond yields, ,
Latvia,2000M04,EMU convergence criterion bond yields, ,
Latvia,2000M05,EMU convergence criterion bond yields, ,
Latvia,2000M06,EMU convergence criterion bond yields, ,
Latvia,2000M07,EMU convergence criterion bond yields, ,
Latvia,2000M08,EMU convergence criterion bond yields, ,
Latvia,2000M09,EMU convergence criterion bond yields, ,
Latvia,2000M10,EMU convergence criterion bond yields, ,
Latvia,2000M11,EMU convergence criterion bond yields, ,
Latvia,2000M12,EMU convergence criterion bond yields, ,
Latvia,2001M01,EMU convergence criterion bond yields,7.64,
Latvia,2001M02,EMU convergence criterion bond yields,7.82,
Latvia,2001M03,EMU convergence criterion bond yields,7.9,
Latvia,2001M04,EMU convergence criterion bond yields,7.9,
Latvia,2001M05,EMU convergence criterion bond yields,7.54,
Latvia,2001M06,EMU convergence criterion bond yields,7.6,
Latvia,2001M07,EMU convergence criterion bond yields,7.75,
Latvia,2001M08,EMU convergence criterion bond yields,7.66,
Latvia,2001M09,EMU convergence criterion bond yields,7.58,
Latvia,2001M10,EMU convergence criterion bond yields,7.48,
Latvia,2001M11,EMU convergence criterion bond yields,7.08,
Latvia,2001M12,EMU convergence criterion bond yields,6.93,
Latvia,2002M01,EMU convergence criterion bond yields,6.35,
Latvia,2002M02,EMU convergence criterion bond yields,5.98,
Latvia,2002M03,EMU convergence criterion bond yields,5.8,
Latvia,2002M04,EMU convergence criterion bond yields,5.78,
Latvia,2002M05,EMU convergence criterion bond yields,5.59,
Latvia,2002M06,EMU convergence criterion bond yields,5.38,
Latvia,2002M07,EMU convergence criterion bond yields,5.34,
Latvia,2002M08,EMU convergence criterion bond yields,5.34,
Latvia,2002M09,EMU convergence criterion bond yields,5.14,
Latvia,2002M10,EMU convergence criterion bond yields,4.88,
Latvia,2002M11,EMU convergence criterion bond yields,4.79,
Latvia,2002M12,EMU convergence criterion bond yields,4.53,
Latvia,2003M01,EMU convergence criterion bond yields,4.62,
Latvia,2003M02,EMU convergence criterion bond yields,4.77,
Latvia,2003M03,EMU convergence criterion bond yields,4.99,
Latvia,2003M04,EMU convergence criterion bond yields,4.99,
Latvia,2003M05,EMU convergence criterion bond yields,4.95,
Latvia,2003M06,EMU convergence criterion bond yields,4.89,
Latvia,2003M07,EMU convergence criterion bond yields,4.78,
Latvia,2003M08,EMU convergence criterion bond yields,4.8,
Latvia,2003M09,EMU convergence criterion bond yields,4.96,
Latvia,2003M10,EMU convergence criterion bond yields,4.98,
Latvia,2003M11,EMU convergence criterion bond yields,5.01,
Latvia,2003M12,EMU convergence criterion bond yields,5.07,
Latvia,2004M01,EMU convergence criterion bond yields,5.06,
Latvia,2004M02,EMU convergence criterion bond yields,5.05,
Latvia,2004M03,EMU convergence criterion bond yields,4.98,
Latvia,2004M04,EMU convergence criterion bond yields,4.89,
Latvia,2004M05,EMU convergence criterion bond yields,4.95,
Latvia,2004M06,EMU convergence criterion bond yields,4.93,
Latvia,2004M07,EMU convergence criterion bond yields,4.89,
Latvia,2004M08,EMU convergence criterion bond yields,4.88,
Latvia,2004M09,EMU convergence criterion bond yields,4.87,
Latvia,2004M10,EMU convergence criterion bond yields,4.63,
Latvia,2004M11,EMU convergence criterion bond yields,4.58,
Latvia,2004M12,EMU convergence criterion bond yields,4.58,
Latvia,2005M01,EMU convergence criterion bond yields,4.29,
Latvia,2005M02,EMU convergence criterion bond yields,4.03,
Latvia,2005M03,EMU convergence criterion bond yields,3.94,
Latvia,2005M04,EMU convergence criterion bond yields,3.87,
Latvia,2005M05,EMU convergence criterion bond yields,3.87,
Latvia,2005M06,EMU convergence criterion bond yields,3.87,
Latvia,2005M07,EMU convergence criterion bond yields,3.87,
Latvia,2005M08,EMU convergence criterion bond yields,3.87,
Latvia,2005M09,EMU convergence criterion bond yields,3.87,
Latvia,2005M10,EMU convergence criterion bond yields,3.87,
Latvia,2005M11,EMU convergence criterion bond yields,3.56,
Latvia,2005M12,EMU convergence criterion bond yields,3.59,
Latvia,2006M01,EMU convergence criterion bond yields,3.6,
Latvia,2006M02,EMU convergence criterion bond yields,3.6,
Latvia,2006M03,EMU convergence criterion bond yields,3.6,
Latvia,2006M04,EMU convergence criterion bond yields,3.6,
Latvia,2006M05,EMU convergence criterion bond yields,3.6,
Latvia,2006M06,EMU convergence criterion bond yields,4.14,
Latvia,2006M07,EMU convergence criterion bond yields,4.32,
Latvia,2006M08,EMU convergence criterion bond yields,4.36,
Latvia,2006M09,EMU convergence criterion bond yields,4.38,
Latvia,2006M10,EMU convergence criterion bond yields,4.55,
Latvia,2006M11,EMU convergence criterion bond yields,4.95,
Latvia,2006M12,EMU convergence criterion bond yields,4.9,
Latvia,2007M01,EMU convergence criterion bond yields,4.92,
Latvia,2007M02,EMU convergence criterion bond yields,5.07,
Latvia,2007M03,EMU convergence criterion bond yields,5.14,
Latvia,2007M04,EMU convergence criterion bond yields,5.52,
Latvia,2007M05,EMU convergence criterion bond yields,6.03,
Latvia,2007M06,EMU convergence criterion bond yields,5.62,
Latvia,2007M07,EMU convergence criterion bond yields,5.28,
Latvia,2007M08,EMU convergence criterion bond yields,5.32,
Latvia,2007M09,EMU convergence criterion bond yields,5.21,
Latvia,2007M10,EMU convergence criterion bond yields,5.06,
Latvia,2007M11,EMU convergence criterion bond yields,5.12,
Latvia,2007M12,EMU convergence criterion bond yields,5.1,
Latvia,2008M01,EMU convergence criterion bond yields,5.71,
Latvia,2008M02,EMU convergence criterion bond yields,5.11,
Latvia,2008M03,EMU convergence criterion bond yields,5.25,
Latvia,2008M04,EMU convergence criterion bond yields,5.93,
Latvia,2008M05,EMU convergence criterion bond yields,5.93,
Latvia,2008M06,EMU convergence criterion bond yields,6.25,
Latvia,2008M07,EMU convergence criterion bond yields,6.57,
Latvia,2008M08,EMU convergence criterion bond yields,6.6,
Latvia,2008M09,EMU convergence criterion bond yields,6.6,
Latvia,2008M10,EMU convergence criterion bond yields,6.6,
Latvia,2008M11,EMU convergence criterion bond yields,7.6,
Latvia,2008M12,EMU convergence criterion bond yields,9.03,
Latvia,2009M01,EMU convergence criterion bond yields,10.64,
Latvia,2009M02,EMU convergence criterion bond yields,11.5,
Latvia,2009M03,EMU convergence criterion bond yields,11.32,
Latvia,2009M04,EMU convergence criterion bond yields,11.15,
Latvia,2009M05,EMU convergence criterion bond yields,11.09,
Latvia,2009M06,EMU convergence criterion bond yields,12.75,
Latvia,2009M07,EMU convergence criterion bond yields,12.75,
Latvia,2009M08,EMU convergence criterion bond yields,12.81,
Latvia,2009M09,EMU convergence criterion bond yields,13.27,
Latvia,2009M10,EMU convergence criterion bond yields,13.51,
Latvia,2009M11,EMU convergence criterion bond yields,13.75,
Latvia,2009M12,EMU convergence criterion bond yields,13.75,
Latvia,2010M01,EMU convergence criterion bond yields,13.76,
Latvia,2010M02,EMU convergence criterion bond yields,13.62,
Latvia,2010M03,EMU convergence criterion bond yields,10.54,
Latvia,2010M04,EMU convergence criterion bond yields,10.13,
Latvia,2010M05,EMU convergence criterion bond yields,10.13,
Latvia,2010M06,EMU convergence criterion bond yields,10.12,
Latvia,2010M07,EMU convergence criterion bond yields,10,
Latvia,2010M08,EMU convergence criterion bond yields,10,
Latvia,2010M09,EMU convergence criterion bond yields,9.97,
Latvia,2010M10,EMU convergence criterion bond yields,9.24,
Latvia,2010M11,EMU convergence criterion bond yields,8.99,
Latvia,2010M12,EMU convergence criterion bond yields,7.55,
Latvia,2011M01,EMU convergence criterion bond yields,5.38,
Latvia,2011M02,EMU convergence criterion bond yields,6.17,
Latvia,2011M03,EMU convergence criterion bond yields,6.49,
Latvia,2011M04,EMU convergence criterion bond yields,6.47,
Latvia,2011M05,EMU convergence criterion bond yields,6.36,
Latvia,2011M06,EMU convergence criterion bond yields,5.87,
Latvia,2011M07,EMU convergence criterion bond yields,5.67,
Latvia,2011M08,EMU convergence criterion bond yields,5.6,
Latvia,2011M09,EMU convergence criterion bond yields,5.6,
Latvia,2011M10,EMU convergence criterion bond yields,5.62,
Latvia,2011M11,EMU convergence criterion bond yields,5.73,
Latvia,2011M12,EMU convergence criterion bond yields,5.93,
Latvia,2012M01,EMU convergence criterion bond yields,5.74,
Latvia,2012M02,EMU convergence criterion bond yields,5.45,
Latvia,2012M03,EMU convergence criterion bond yields,5.15,
Latvia,2012M04,EMU convergence criterion bond yields,5.1,
Latvia,2012M05,EMU convergence criterion bond yields,5.15,
Latvia,2012M06,EMU convergence criterion bond yields,5.07,
Latvia,2012M07,EMU convergence criterion bond yields,4.67,
Latvia,2012M08,EMU convergence criterion bond yields,4.45,
Latvia,2012M09,EMU convergence criterion bond yields,3.92,
Latvia,2012M10,EMU convergence criterion bond yields,3.52,
Latvia,2012M11,EMU convergence criterion bond yields,3.32,
Latvia,2012M12,EMU convergence criterion bond yields,3.24,
Latvia,2013M01,EMU convergence criterion bond yields,3.21,
Latvia,2013M02,EMU convergence criterion bond yields,3.22,
Latvia,2013M03,EMU convergence criterion bond yields,3.17,
Latvia,2013M04,EMU convergence criterion bond yields,3.15,
Latvia,2013M05,EMU convergence criterion bond yields,3.1,
Latvia,2013M06,EMU convergence criterion bond yields,3.17,
Latvia,2013M07,EMU convergence criterion bond yields,3.25,
Latvia,2013M08,EMU convergence criterion bond yields,3.25,
Latvia,2013M09,EMU convergence criterion bond yields,3.45,
Latvia,2013M10,EMU convergence criterion bond yields,3.78,
Latvia,2013M11,EMU convergence criterion bond yields,3.71,
Latvia,2013M12,EMU convergence criterion bond yields,3.62,
Latvia,2014M01,EMU convergence criterion bond yields,3.48,
Latvia,2014M02,EMU convergence criterion bond yields,3.07,
Latvia,2014M03,EMU convergence criterion bond yields,2.87,
Latvia,2014M04,EMU convergence criterion bond yields,2.8,
Latvia,2014M05,EMU convergence criterion bond yields,2.74,
Latvia,2014M06,EMU convergence criterion bond yields,2.53,
Latvia,2014M07,EMU convergence criterion bond yields,2.4,
Latvia,2014M08,EMU convergence criterion bond yields,2.35,
Latvia,2014M09,EMU convergence criterion bond yields,2.28,
Latvia,2014M10,EMU convergence criterion bond yields,2.18,
Latvia,2014M11,EMU convergence criterion bond yields,1.77,
Latvia,2014M12,EMU convergence criterion bond yields,1.63,
Latvia,2015M01,EMU convergence criterion bond yields,1.1,
Latvia,2015M02,EMU convergence criterion bond yields,0.78,
Latvia,2015M03,EMU convergence criterion bond yields,0.56,
Latvia,2015M04,EMU convergence criterion bond yields,0.42,
Latvia,2015M05,EMU convergence criterion bond yields,0.84,
Latvia,2015M06,EMU convergence criterion bond yields,1.28,
Latvia,2015M07,EMU convergence criterion bond yields,1.25,
Latvia,2015M08,EMU convergence criterion bond yields,0.96,
Latvia,2015M09,EMU convergence criterion bond yields,1.03,
Latvia,2015M10,EMU convergence criterion bond yields,1.07,
Latvia,2015M11,EMU convergence criterion bond yields,1.19,
Latvia,2015M12,EMU convergence criterion bond yields,1.08,
Latvia,2016M01,EMU convergence criterion bond yields,1.05,
Latvia,2016M02,EMU convergence criterion bond yields,0.88,
Latvia,2016M03,EMU convergence criterion bond yields,0.71,
Latvia,2016M04,EMU convergence criterion bond yields,0.61,
Latvia,2016M05,EMU convergence criterion bond yields,0.51,
Latvia,2016M06,EMU convergence criterion bond yields,0.48,
Latvia,2016M07,EMU convergence criterion bond yields,0.3,
Latvia,2016M08,EMU convergence criterion bond yields,0.12,
Latvia,2016M09,EMU convergence criterion bond yields,0.1,
Latvia,2016M10,EMU convergence criterion bond yields,0.19,
Latvia,2016M11,EMU convergence criterion bond yields,0.56,
Lithuania,1980M01,EMU convergence criterion bond yields, ,
Lithuania,1980M02,EMU convergence criterion bond yields, ,
Lithuania,1980M03,EMU convergence criterion bond yields, ,
Lithuania,1980M04,EMU convergence criterion bond yields, ,
Lithuania,1980M05,EMU convergence criterion bond yields, ,
Lithuania,1980M06,EMU convergence criterion bond yields, ,
Lithuania,1980M07,EMU convergence criterion bond yields, ,
Lithuania,1980M08,EMU convergence criterion bond yields, ,
Lithuania,1980M09,EMU convergence criterion bond yields, ,
Lithuania,1980M10,EMU convergence criterion bond yields, ,
Lithuania,1980M11,EMU convergence criterion bond yields, ,
Lithuania,1980M12,EMU convergence criterion bond yields, ,
Lithuania,1981M01,EMU convergence criterion bond yields, ,
Lithuania,1981M02,EMU convergence criterion bond yields, ,
Lithuania,1981M03,EMU convergence criterion bond yields, ,
Lithuania,1981M04,EMU convergence criterion bond yields, ,
Lithuania,1981M05,EMU convergence criterion bond yields, ,
Lithuania,1981M06,EMU convergence criterion bond yields, ,
Lithuania,1981M07,EMU convergence criterion bond yields, ,
Lithuania,1981M08,EMU convergence criterion bond yields, ,
Lithuania,1981M09,EMU convergence criterion bond yields, ,
Lithuania,1981M10,EMU convergence criterion bond yields, ,
Lithuania,1981M11,EMU convergence criterion bond yields, ,
Lithuania,1981M12,EMU convergence criterion bond yields, ,
Lithuania,1982M01,EMU convergence criterion bond yields, ,
Lithuania,1982M02,EMU convergence criterion bond yields, ,
Lithuania,1982M03,EMU convergence criterion bond yields, ,
Lithuania,1982M04,EMU convergence criterion bond yields, ,
Lithuania,1982M05,EMU convergence criterion bond yields, ,
Lithuania,1982M06,EMU convergence criterion bond yields, ,
Lithuania,1982M07,EMU convergence criterion bond yields, ,
Lithuania,1982M08,EMU convergence criterion bond yields, ,
Lithuania,1982M09,EMU convergence criterion bond yields, ,
Lithuania,1982M10,EMU convergence criterion bond yields, ,
Lithuania,1982M11,EMU convergence criterion bond yields, ,
Lithuania,1982M12,EMU convergence criterion bond yields, ,
Lithuania,1983M01,EMU convergence criterion bond yields, ,
Lithuania,1983M02,EMU convergence criterion bond yields, ,
Lithuania,1983M03,EMU convergence criterion bond yields, ,
Lithuania,1983M04,EMU convergence criterion bond yields, ,
Lithuania,1983M05,EMU convergence criterion bond yields, ,
Lithuania,1983M06,EMU convergence criterion bond yields, ,
Lithuania,1983M07,EMU convergence criterion bond yields, ,
Lithuania,1983M08,EMU convergence criterion bond yields, ,
Lithuania,1983M09,EMU convergence criterion bond yields, ,
Lithuania,1983M10,EMU convergence criterion bond yields, ,
Lithuania,1983M11,EMU convergence criterion bond yields, ,
Lithuania,1983M12,EMU convergence criterion bond yields, ,
Lithuania,1984M01,EMU convergence criterion bond yields, ,
Lithuania,1984M02,EMU convergence criterion bond yields, ,
Lithuania,1984M03,EMU convergence criterion bond yields, ,
Lithuania,1984M04,EMU convergence criterion bond yields, ,
Lithuania,1984M05,EMU convergence criterion bond yields, ,
Lithuania,1984M06,EMU convergence criterion bond yields, ,
Lithuania,1984M07,EMU convergence criterion bond yields, ,
Lithuania,1984M08,EMU convergence criterion bond yields, ,
Lithuania,1984M09,EMU convergence criterion bond yields, ,
Lithuania,1984M10,EMU convergence criterion bond yields, ,
Lithuania,1984M11,EMU convergence criterion bond yields, ,
Lithuania,1984M12,EMU convergence criterion bond yields, ,
Lithuania,1985M01,EMU convergence criterion bond yields, ,
Lithuania,1985M02,EMU convergence criterion bond yields, ,
Lithuania,1985M03,EMU convergence criterion bond yields, ,
Lithuania,1985M04,EMU convergence criterion bond yields, ,
Lithuania,1985M05,EMU convergence criterion bond yields, ,
Lithuania,1985M06,EMU convergence criterion bond yields, ,
Lithuania,1985M07,EMU convergence criterion bond yields, ,
Lithuania,1985M08,EMU convergence criterion bond yields, ,
Lithuania,1985M09,EMU convergence criterion bond yields, ,
Lithuania,1985M10,EMU convergence criterion bond yields, ,
Lithuania,1985M11,EMU convergence criterion bond yields, ,
Lithuania,1985M12,EMU convergence criterion bond yields, ,
Lithuania,1986M01,EMU convergence criterion bond yields, ,
Lithuania,1986M02,EMU convergence criterion bond yields, ,
Lithuania,1986M03,EMU convergence criterion bond yields, ,
Lithuania,1986M04,EMU convergence criterion bond yields, ,
Lithuania,1986M05,EMU convergence criterion bond yields, ,
Lithuania,1986M06,EMU convergence criterion bond yields, ,
Lithuania,1986M07,EMU convergence criterion bond yields, ,
Lithuania,1986M08,EMU convergence criterion bond yields, ,
Lithuania,1986M09,EMU convergence criterion bond yields, ,
Lithuania,1986M10,EMU convergence criterion bond yields, ,
Lithuania,1986M11,EMU convergence criterion bond yields, ,
Lithuania,1986M12,EMU convergence criterion bond yields, ,
Lithuania,1987M01,EMU convergence criterion bond yields, ,
Lithuania,1987M02,EMU convergence criterion bond yields, ,
Lithuania,1987M03,EMU convergence criterion bond yields, ,
Lithuania,1987M04,EMU convergence criterion bond yields, ,
Lithuania,1987M05,EMU convergence criterion bond yields, ,
Lithuania,1987M06,EMU convergence criterion bond yields, ,
Lithuania,1987M07,EMU convergence criterion bond yields, ,
Lithuania,1987M08,EMU convergence criterion bond yields, ,
Lithuania,1987M09,EMU convergence criterion bond yields, ,
Lithuania,1987M10,EMU convergence criterion bond yields, ,
Lithuania,1987M11,EMU convergence criterion bond yields, ,
Lithuania,1987M12,EMU convergence criterion bond yields, ,
Lithuania,1988M01,EMU convergence criterion bond yields, ,
Lithuania,1988M02,EMU convergence criterion bond yields, ,
Lithuania,1988M03,EMU convergence criterion bond yields, ,
Lithuania,1988M04,EMU convergence criterion bond yields, ,
Lithuania,1988M05,EMU convergence criterion bond yields, ,
Lithuania,1988M06,EMU convergence criterion bond yields, ,
Lithuania,1988M07,EMU convergence criterion bond yields, ,
Lithuania,1988M08,EMU convergence criterion bond yields, ,
Lithuania,1988M09,EMU convergence criterion bond yields, ,
Lithuania,1988M10,EMU convergence criterion bond yields, ,
Lithuania,1988M11,EMU convergence criterion bond yields, ,
Lithuania,1988M12,EMU convergence criterion bond yields, ,
Lithuania,1989M01,EMU convergence criterion bond yields, ,
Lithuania,1989M02,EMU convergence criterion bond yields, ,
Lithuania,1989M03,EMU convergence criterion bond yields, ,
Lithuania,1989M04,EMU convergence criterion bond yields, ,
Lithuania,1989M05,EMU convergence criterion bond yields, ,
Lithuania,1989M06,EMU convergence criterion bond yields, ,
Lithuania,1989M07,EMU convergence criterion bond yields, ,
Lithuania,1989M08,EMU convergence criterion bond yields, ,
Lithuania,1989M09,EMU convergence criterion bond yields, ,
Lithuania,1989M10,EMU convergence criterion bond yields, ,
Lithuania,1989M11,EMU convergence criterion bond yields, ,
Lithuania,1989M12,EMU convergence criterion bond yields, ,
Lithuania,1990M01,EMU convergence criterion bond yields, ,
Lithuania,1990M02,EMU convergence criterion bond yields, ,
Lithuania,1990M03,EMU convergence criterion bond yields, ,
Lithuania,1990M04,EMU convergence criterion bond yields, ,
Lithuania,1990M05,EMU convergence criterion bond yields, ,
Lithuania,1990M06,EMU convergence criterion bond yields, ,
Lithuania,1990M07,EMU convergence criterion bond yields, ,
Lithuania,1990M08,EMU convergence criterion bond yields, ,
Lithuania,1990M09,EMU convergence criterion bond yields, ,
